Region,Country,Brand,Model,Type,Seats,Doors,Year,Transmission,Fuel Type,Volume,Coverage
Europe,SVK,Smart,Fortwo,Coupe/ Cabrio,2,2,2019,Automatic,Electric,6043877.00,60
Europe,SVK,Smart,Forfour,Hatchback,4,5,2005,Automatic,Electric,9115467.00,95
Europe,SVK,Subaru,Impreza,Hatchback,5,5,2019,Manual/ Automatic,Petrol,5610043.00,65
Europe,SVK,Subaru,Legacy,Sedan/ Estate,5,4,2007,Manual/ Automatic,Petrol,9583411.00,95
Europe,SVK,Subaru,Outback,SUV,5,5,2002,Automatic,Petrol,5345146.00,95
Europe,SVK,Suzuki,Swift,Hatchback,5,5,2009,Manual/ Automatic,Petrol/ Hybrid,4486111.00,64
Europe,SVK,Suzuki,Ignis,SUV,4,5,2014,Manual/ Automatic,Petrol/ Hybrid,867862.00,55
Europe,SVK,Suzuki,Vitara,SUV,5,5,2011,Manual/ Automatic,Petrol/ Hybrid,9461828.00,64
Europe,SVK,Tesla,Model 3,Sedan,5,4,2022,Automatic,Electric,9528404.00,55
Europe,SVK,Tesla,Model S,Sedan,5,4,2002,Automatic,Electric,4578103.00,86
Europe,SVK,Tesla,Model X,SUV,7,4,2020,Automatic,Electric,2896143.00,82
Europe,SVK,Tesla,Model Y,SUV,7,4,2017,Automatic,Electric,3219005.00,92
Europe,SVK,Toyota,Aygo,Hatchback,4,5,2019,Manual/ Automatic,Petrol,6509073.00,91
Europe,SVK,Toyota,Yaris,Hatchback,5,5,2011,Manual/ Automatic,Petrol/ Hybrid,2805166.00,66
Europe,SVK,Toyota,Corolla,Sedan/ Hatchback/ Estate,5,4,2001,Manual/ Automatic,Petrol/ Hybrid,4621033.00,87
Europe,SVK,Toyota,Camry,Sedan,5,4,2012,Automatic,Petrol/ Hybrid,1164894.00,52
Europe,SVK,Toyota,RAV4,SUV,5,5,2021,Manual/ Automatic,Petrol/ Hybrid,1566066.00,67
Europe,SVK,Toyota,Highlander,SUV,7,4,2002,Automatic,Hybrid,7465260.00,84
Europe,SVK,Toyota,Land Cruiser,SUV,7,4,2020,Automatic,Diesel,7603670.00,93
Europe,SVK,Volkswagen,up!,Hatchback,4,5,2006,Manual,Petrol,2335298.00,92
Europe,SVK,Volkswagen,Polo,Hatchback,5,5,2021,Manual/Auto,Petrol/Diesel,2537370.00,60
Europe,SVK,Volkswagen,Golf,Hatchback,5,5,2017,Manual/Auto,Petrol/Diesel,1433359.00,91
Europe,SVK,Volkswagen,Golf Sportsvan,MPV,5,5,2008,Manual/Auto,Petrol/Diesel,9635120.00,93
Europe,SVK,Volkswagen,T-Cross,SUV,5,5,2005,Manual/Auto,Petrol/Diesel,819893.00,88
Europe,SVK,Volkswagen,T-Roc,SUV,5,5,2019,Manual/Auto,Petrol/Diesel,7810250.00,91
Europe,SVK,Volkswagen,Tiguan,SUV,7,5,2011,Manual/Auto,Petrol/Diesel,5791372.00,70
Europe,SVK,Volkswagen,Tiguan Allspace,SUV,7,5,2011,Manual/Auto,Petrol/Diesel,457766.00,97
Europe,SVK,Volkswagen,Touareg,SUV,5,5,2011,Auto,Diesel,722169.00,58
Europe,SVK,Volkswagen,Arteon,Sedan,5,5,2021,Manual/Auto,Petrol/Diesel,6258528.00,91
Europe,SVK,Volkswagen,Passat,Sedan/Station Wagon,5,5,2006,Manual/Auto,Petrol/Diesel,2455247.00,69
Europe,SVK,Volkswagen,Passat Variant,Station Wagon,5,5,2020,Manual/Auto,Petrol/Diesel,7506518.00,89
Europe,SVK,Volkswagen,e-up!,Hatchback,4,5,2003,Auto,Electric,1291899.00,63
Europe,SVK,Volkswagen,e-Golf,Hatchback,5,5,2023,Auto,Electric,7862526.00,99
Europe,SVK,Volkswagen,Golf GTE,Hatchback,5,5,2021,Auto,Hybrid,9036163.00,72
Europe,SVK,Volkswagen,Passat GTE,Sedan/Station Wagon,5,5,2009,Auto,Hybrid,3586201.00,83
Europe,SVK,Volkswagen,Touareg R,SUV,5,5,2008,Auto,Hybrid,1484606.00,50
Europe,SVK,Volvo,XC40,SUV,5,5,2014,Manual/Auto,Petrol/Diesel/Hybrid,9432507.00,96
Europe,SVK,Volvo,XC60,SUV,5,5,2008,Auto,Petrol/Diesel/Hybrid,4387864.00,55
Europe,SVK,Volvo,XC90,SUV,7,5,2013,Auto,Petrol/Diesel/Hybrid,4527553.00,83
Europe,SVK,Volvo,V40,Hatchback,5,5,2023,Manual/Auto,Petrol/Diesel,1933499.00,61
Europe,SVK,Volvo,V40 Cross Country,Hatchback,5,5,2008,Manual/Auto,Petrol/Diesel,5332662.00,60
Europe,SVK,Volvo,S60,Sedan,5,4,2012,Auto,Petrol/Hybrid,3346407.00,82
Europe,SVK,Volvo,S90,Sedan,5,4,2001,Auto,Petrol/Hybrid,6775207.00,69
Europe,SVK,Volvo,V60,Station Wagon,5,5,2017,Manual/Auto,Petrol/Diesel/Hybrid,8800407.00,89
Europe,SVK,Volvo,V90,Station Wagon,5,5,2015,Auto,Petrol/Hybrid,5033972.00,73
Europe,SVK,Volvo,V90 Cross Country,Station Wagon,5,5,2023,Auto,Petrol/Hybrid,3368401.00,95
Europe,SVK,Volvo,C40 Recharge,SUV-Coupe,5,5,2017,Auto,Electric,2536759.00,60
Europe,SVK,Volvo,XC40 Recharge,SUV,5,5,2015,Auto,Electric,3703152.00,89
Europe,SVK,Volvo,XC60 Recharge,SUV,5,5,2023,Auto,Hybrid/Electric,3342704.00,60
Europe,SVK,Volvo,XC90 Recharge,SUV,7,5,2023,Auto,Hybrid/Electric,3436941.00,62
Europe,SVK,Volvo,S60 Recharge,Sedan,5,4,2002,Auto,Hybrid/Electric,7742064.00,60
Europe,SVK,Volvo,S90 Recharge,Sedan,5,4,2005,Auto,Hybrid/Electric,6916101.00,62
Europe,SVK,Volvo,V60 Recharge,Station Wagon,5,5,2003,Auto,Hybrid/Electric,9701269.00,53
Europe,SVK,Volvo,V90 Recharge,Station Wagon,5,5,2014,Auto,Hybrid/Electric,9432237.00,70
Europe,SVN,Audi,A1,Hatchback,4,3,2012,Manual,Gasoline,57110.00,63
Europe,SVN,Audi,A3,Sedan,5,4,2003,Automatic,Gasoline/Diesel,1803342.00,61
Europe,SVN,Audi,A4,Sedan,5,4,2019,Automatic,Gasoline/Diesel,7649772.00,87
Europe,SVN,Audi,A5,Coupe,4,2,2007,Automatic,Gasoline/Diesel,7871587.00,51
Europe,SVN,Audi,A6,Sedan,5,4,2010,Automatic,Gasoline/Diesel,3449699.00,80
Europe,SVN,Audi,Q2,SUV,5,5,2009,Automatic,Gasoline/Diesel,2429570.00,77
Europe,SVN,Audi,Q3,SUV,5,5,2001,Automatic,Gasoline/Diesel,8172036.00,93
Europe,SVN,Audi,Q5,SUV,5,5,2002,Automatic,Gasoline/Diesel,8373949.00,96
Europe,SVN,Audi,Q7,SUV,7,4,2010,Automatic,Gasoline/Diesel,7403983.00,65
Europe,SVN,BMW,1 Series,Hatchback,5,5,2013,Manual,Gasoline/Diesel,7601765.00,82
Europe,SVN,BMW,2 Series,Coupe,4,2,2017,Automatic,Gasoline/Diesel,7715128.00,79
Europe,SVN,BMW,3 Series,Sedan,5,4,2017,Automatic,Gasoline/Diesel,8903041.00,76
Europe,SVN,BMW,4 Series,Coupe,4,2,2020,Automatic,Gasoline/Diesel,3471724.00,66
Europe,SVN,BMW,5 Series,Sedan,5,4,2018,Automatic,Gasoline/Diesel,7033422.00,92
Europe,SVN,BMW,7 Series,Sedan,5,4,2008,Automatic,Gasoline/Diesel,9902651.00,97
Europe,SVN,Ford,Fiesta,Hatchback,5,5,2004,Manual,Gasoline,8562139.00,55
Europe,SVN,Ford,Focus,Hatchback,5,5,2023,Automatic,Gasoline/Diesel,5566278.00,56
Europe,SVN,Ford,Mondeo,Sedan,5,4,2000,Automatic,Gasoline/Diesel,5243597.00,98
Europe,SVN,Ford,Kuga,SUV,5,5,2017,Automatic,Gasoline/Diesel,3758284.00,71
Europe,SVN,Mercedes-Benz,A-Class,Hatchback,5,5,2015,Automatic,Gasoline/Diesel,434989.00,77
Europe,SVN,Mercedes-Benz,C-Class,Sedan,5,4,2018,Automatic,Gasoline/Diesel,6922789.00,87
Europe,SVN,Mercedes-Benz,E-Class,Sedan,5,4,2001,Automatic,Gasoline/Diesel,3291726.00,56
Europe,SVN,Mercedes-Benz,S-Class,Sedan,5,4,2022,Automatic,Gasoline/Diesel,810302.00,73
Europe,SVN,Mercedes-Benz,GLA-Class,SUV,5,5,2002,Automatic,Gasoline/Diesel,8298811.00,58
Europe,SVN,Mercedes-Benz,GLC-Class,SUV,5,5,2013,Automatic,Gasoline/Diesel,4272424.00,86
Europe,SVN,Opel,Corsa,Hatchback,5,5,2008,Manual,Gasoline/ Diesel,2277983.00,96
Europe,SVN,Opel,Astra,Hatchback/ Wagon/ Sedan,5,5,2000,Manual/ Automatic,Gasoline/ Diesel,2478667.00,83
Europe,SVN,Opel,Insignia,Hatchback/ Wagon/ Sedan,5,5,2004,Manual/ Automatic,Gasoline/ Diesel,8636520.00,99
Europe,SVN,Peugeot,208,Hatchback,5,3,2011,Manual/ Automatic,Gasoline/ Diesel,4084352.00,59
Europe,SVN,Peugeot,308,Hatchback/ Wagon,5,5,2020,Manual/ Automatic,Gasoline/ Diesel/ Hybrid,1957630.00,84
Europe,SVN,Peugeot,2008,SUV,5,5,2003,Manual/ Automatic,Gasoline/ Diesel/ Hybrid,145128.00,63
Europe,SVN,Renault,Clio,Hatchback,5,5,2011,Manual/ Automatic,Gasoline/ Diesel/ Hybrid,7030617.00,73
Europe,SVN,Renault,Megane,Hatchback/ Wagon/ Sedan,5,5,2012,Manual/ Automatic,Gasoline/ Diesel,7065376.00,50
Europe,SVN,Renault,Captur,SUV,5,5,2006,Manual/ Automatic,Gasoline/ Diesel/ Hybrid,3847027.00,85
Europe,SVN,Seat,Ibiza,Hatchback,5,3,2012,Manual/ Automatic,Gasoline/ Natural Gas,1099257.00,53
Europe,SVN,Seat,Leon,Hatchback/ Wagon/ Sedan,5,5,2023,Manual/ Automatic,Gasoline/ Diesel/ Natural Gas,8774166.00,73
Europe,SVN,Seat,Ateca,SUV,5,5,2021,Manual/ Automatic,Gasoline/ Diesel/ Plug-in Hybrid,1422146.00,87
Europe,SVN,Skoda,Fabia,Hatchback,5,5,2008,Manual,Petrol/ Diesel,9869024.00,88
Europe,SVN,Skoda,Octavia,Sedan/ Estate,5,4,2013,Manual/ Automatic,Petrol/ Diesel/ Hybrid,3449096.00,84
Europe,SVN,Skoda,Superb,Sedan/ Estate,5,4,2017,Manual/ Automatic,Petrol/ Diesel/ Hybrid,9916717.00,72
Europe,SVN,Smart,Fortwo,Coupe/ Cabrio,2,2,2011,Automatic,Electric,6900122.00,75
Europe,SVN,Smart,Forfour,Hatchback,4,5,2019,Automatic,Electric,8011586.00,51
Europe,SVN,Subaru,Impreza,Hatchback,5,5,2002,Manual/ Automatic,Petrol,4275804.00,55
Europe,SVN,Subaru,Legacy,Sedan/ Estate,5,4,2008,Manual/ Automatic,Petrol,3768247.00,94
Europe,SVN,Subaru,Outback,SUV,5,5,2002,Automatic,Petrol,7486398.00,64
Europe,SVN,Suzuki,Swift,Hatchback,5,5,2023,Manual/ Automatic,Petrol/ Hybrid,1523319.00,68
Europe,SVN,Suzuki,Ignis,SUV,4,5,2017,Manual/ Automatic,Petrol/ Hybrid,1359113.00,72
Europe,SVN,Suzuki,Vitara,SUV,5,5,2011,Manual/ Automatic,Petrol/ Hybrid,9966911.00,88
Europe,SVN,Tesla,Model 3,Sedan,5,4,2006,Automatic,Electric,6602632.00,89
Europe,SVN,Tesla,Model S,Sedan,5,4,2010,Automatic,Electric,7233437.00,97
Europe,SVN,Tesla,Model X,SUV,7,4,2023,Automatic,Electric,8983890.00,81
Europe,SVN,Tesla,Model Y,SUV,7,4,2003,Automatic,Electric,6972122.00,78
Europe,SVN,Toyota,Aygo,Hatchback,4,5,2018,Manual/ Automatic,Petrol,1414744.00,57
Europe,SVN,Toyota,Yaris,Hatchback,5,5,2004,Manual/ Automatic,Petrol/ Hybrid,4079610.00,85
Europe,SVN,Toyota,Corolla,Sedan/ Hatchback/ Estate,5,4,2015,Manual/ Automatic,Petrol/ Hybrid,1177401.00,51
Europe,SVN,Toyota,Camry,Sedan,5,4,2008,Automatic,Petrol/ Hybrid,1427082.00,94
Europe,SVN,Toyota,RAV4,SUV,5,5,2014,Manual/ Automatic,Petrol/ Hybrid,4577437.00,50
Europe,SVN,Toyota,Highlander,SUV,7,4,2010,Automatic,Hybrid,7109322.00,62
Europe,SVN,Toyota,Land Cruiser,SUV,7,4,2015,Automatic,Diesel,1481114.00,52
Europe,SVN,Volkswagen,up!,Hatchback,4,5,2010,Manual,Petrol,9227567.00,64
Europe,SVN,Volkswagen,Polo,Hatchback,5,5,2009,Manual/Auto,Petrol/Diesel,8805631.00,86
Europe,SVN,Volkswagen,Golf,Hatchback,5,5,2009,Manual/Auto,Petrol/Diesel,5281950.00,93
Europe,SVN,Volkswagen,Golf Sportsvan,MPV,5,5,2004,Manual/Auto,Petrol/Diesel,7466167.00,94
Europe,SVN,Volkswagen,T-Cross,SUV,5,5,2018,Manual/Auto,Petrol/Diesel,907215.00,70
Europe,SVN,Volkswagen,T-Roc,SUV,5,5,2017,Manual/Auto,Petrol/Diesel,8231887.00,84
Europe,SVN,Volkswagen,Tiguan,SUV,7,5,2021,Manual/Auto,Petrol/Diesel,9125240.00,95
Europe,SVN,Volkswagen,Tiguan Allspace,SUV,7,5,2020,Manual/Auto,Petrol/Diesel,8088292.00,100
Europe,SVN,Volkswagen,Touareg,SUV,5,5,2019,Auto,Diesel,5107459.00,74
Europe,SVN,Volkswagen,Arteon,Sedan,5,5,2015,Manual/Auto,Petrol/Diesel,2265152.00,57
Europe,SVN,Volkswagen,Passat,Sedan/Station Wagon,5,5,2001,Manual/Auto,Petrol/Diesel,8513696.00,54
Europe,SVN,Volkswagen,Passat Variant,Station Wagon,5,5,2022,Manual/Auto,Petrol/Diesel,3360420.00,77
Europe,SVN,Volkswagen,e-up!,Hatchback,4,5,2014,Auto,Electric,4476526.00,81
Europe,SVN,Volkswagen,e-Golf,Hatchback,5,5,2017,Auto,Electric,1780909.00,50
Europe,SVN,Volkswagen,Golf GTE,Hatchback,5,5,2017,Auto,Hybrid,2263503.00,66
Europe,SVN,Volkswagen,Passat GTE,Sedan/Station Wagon,5,5,2018,Auto,Hybrid,4546966.00,60
Europe,SVN,Volkswagen,Touareg R,SUV,5,5,2006,Auto,Hybrid,9764624.00,53
Europe,SVN,Volvo,XC40,SUV,5,5,2019,Manual/Auto,Petrol/Diesel/Hybrid,6076969.00,69
Europe,SVN,Volvo,XC60,SUV,5,5,2003,Auto,Petrol/Diesel/Hybrid,88457.00,87
Europe,SVN,Volvo,XC90,SUV,7,5,2023,Auto,Petrol/Diesel/Hybrid,2895807.00,62
Europe,SVN,Volvo,V40,Hatchback,5,5,2021,Manual/Auto,Petrol/Diesel,9960302.00,78
Europe,SVN,Volvo,V40 Cross Country,Hatchback,5,5,2003,Manual/Auto,Petrol/Diesel,2054910.00,91
Europe,SVN,Volvo,S60,Sedan,5,4,2021,Auto,Petrol/Hybrid,8330973.00,53
Europe,SVN,Volvo,S90,Sedan,5,4,2002,Auto,Petrol/Hybrid,7703754.00,88
Europe,SVN,Volvo,V60,Station Wagon,5,5,2014,Manual/Auto,Petrol/Diesel/Hybrid,2807684.00,67
Europe,SVN,Volvo,V90,Station Wagon,5,5,2006,Auto,Petrol/Hybrid,7948323.00,95
Europe,SVN,Volvo,V90 Cross Country,Station Wagon,5,5,2022,Auto,Petrol/Hybrid,2502571.00,90
Europe,SVN,Volvo,C40 Recharge,SUV-Coupe,5,5,2007,Auto,Electric,4450251.00,67
Europe,SVN,Volvo,XC40 Recharge,SUV,5,5,2004,Auto,Electric,2421578.00,64
Europe,SVN,Volvo,XC60 Recharge,SUV,5,5,2015,Auto,Hybrid/Electric,6978258.00,89
Europe,SVN,Volvo,XC90 Recharge,SUV,7,5,2000,Auto,Hybrid/Electric,3650110.00,51
Europe,SVN,Volvo,S60 Recharge,Sedan,5,4,2000,Auto,Hybrid/Electric,853864.00,56
Europe,SVN,Volvo,S90 Recharge,Sedan,5,4,2018,Auto,Hybrid/Electric,8272254.00,88
Europe,SVN,Volvo,V60 Recharge,Station Wagon,5,5,2005,Auto,Hybrid/Electric,8215615.00,74
Europe,SVN,Volvo,V90 Recharge,Station Wagon,5,5,2022,Auto,Hybrid/Electric,1510835.00,65
Europe,ESP,Audi,A1,Hatchback,4,3,2016,Manual,Gasoline,265099.00,53
Europe,ESP,Audi,A3,Sedan,5,4,2005,Automatic,Gasoline/Diesel,9189781.00,58
Europe,ESP,Audi,A4,Sedan,5,4,2000,Automatic,Gasoline/Diesel,7592283.00,76
Europe,ESP,Audi,A5,Coupe,4,2,2021,Automatic,Gasoline/Diesel,9431934.00,77
Europe,ESP,Audi,A6,Sedan,5,4,2003,Automatic,Gasoline/Diesel,6357995.00,51
Europe,ESP,Audi,Q2,SUV,5,5,2021,Automatic,Gasoline/Diesel,9964394.00,64
Europe,ESP,Audi,Q3,SUV,5,5,2014,Automatic,Gasoline/Diesel,867985.00,88
Europe,ESP,Audi,Q5,SUV,5,5,2020,Automatic,Gasoline/Diesel,9828736.00,60
Europe,ESP,Audi,Q7,SUV,7,4,2020,Automatic,Gasoline/Diesel,9571468.00,91
Europe,ESP,BMW,1 Series,Hatchback,5,5,2009,Manual,Gasoline/Diesel,660449.00,70
Europe,ESP,BMW,2 Series,Coupe,4,2,2011,Automatic,Gasoline/Diesel,6451925.00,96
Europe,ESP,BMW,3 Series,Sedan,5,4,2017,Automatic,Gasoline/Diesel,3160056.00,71
Europe,ESP,BMW,4 Series,Coupe,4,2,2023,Automatic,Gasoline/Diesel,4015997.00,100
Europe,ESP,BMW,5 Series,Sedan,5,4,2020,Automatic,Gasoline/Diesel,5810316.00,63
Europe,ESP,BMW,7 Series,Sedan,5,4,2012,Automatic,Gasoline/Diesel,4400108.00,99
Europe,ESP,Ford,Fiesta,Hatchback,5,5,2017,Manual,Gasoline,7774657.00,72
Europe,ESP,Ford,Focus,Hatchback,5,5,2006,Automatic,Gasoline/Diesel,1675422.00,55
Europe,ESP,Ford,Mondeo,Sedan,5,4,2007,Automatic,Gasoline/Diesel,4492723.00,59
Europe,ESP,Ford,Kuga,SUV,5,5,2006,Automatic,Gasoline/Diesel,4163836.00,80
Europe,ESP,Mercedes-Benz,A-Class,Hatchback,5,5,2016,Automatic,Gasoline/Diesel,5341894.00,65
Europe,ESP,Mercedes-Benz,C-Class,Sedan,5,4,2014,Automatic,Gasoline/Diesel,6716292.00,62
Europe,ESP,Mercedes-Benz,E-Class,Sedan,5,4,2000,Automatic,Gasoline/Diesel,7265261.00,87
Europe,ESP,Mercedes-Benz,S-Class,Sedan,5,4,2023,Automatic,Gasoline/Diesel,2147708.00,56
Europe,ESP,Mercedes-Benz,GLA-Class,SUV,5,5,2011,Automatic,Gasoline/Diesel,812442.00,70
Europe,ESP,Mercedes-Benz,GLC-Class,SUV,5,5,2016,Automatic,Gasoline/Diesel,239536.00,81
Europe,ESP,Opel,Corsa,Hatchback,5,5,2001,Manual,Gasoline/ Diesel,7989100.00,89
Europe,ESP,Opel,Astra,Hatchback/ Wagon/ Sedan,5,5,2023,Manual/ Automatic,Gasoline/ Diesel,453787.00,56
Europe,ESP,Opel,Insignia,Hatchback/ Wagon/ Sedan,5,5,2022,Manual/ Automatic,Gasoline/ Diesel,772489.00,89
Europe,ESP,Peugeot,208,Hatchback,5,3,2002,Manual/ Automatic,Gasoline/ Diesel,9144731.00,93
Europe,ESP,Peugeot,308,Hatchback/ Wagon,5,5,2007,Manual/ Automatic,Gasoline/ Diesel/ Hybrid,3144082.00,90
Europe,ESP,Peugeot,2008,SUV,5,5,2014,Manual/ Automatic,Gasoline/ Diesel/ Hybrid,9696621.00,64
Europe,ESP,Renault,Clio,Hatchback,5,5,2004,Manual/ Automatic,Gasoline/ Diesel/ Hybrid,2571696.00,86
Europe,ESP,Renault,Megane,Hatchback/ Wagon/ Sedan,5,5,2021,Manual/ Automatic,Gasoline/ Diesel,6469931.00,50
Europe,ESP,Renault,Captur,SUV,5,5,2022,Manual/ Automatic,Gasoline/ Diesel/ Hybrid,3796373.00,64
Europe,ESP,Seat,Ibiza,Hatchback,5,3,2023,Manual/ Automatic,Gasoline/ Natural Gas,9417286.00,99
Europe,ESP,Seat,Leon,Hatchback/ Wagon/ Sedan,5,5,2021,Manual/ Automatic,Gasoline/ Diesel/ Natural Gas,7661180.00,52
Europe,ESP,Seat,Ateca,SUV,5,5,2002,Manual/ Automatic,Gasoline/ Diesel/ Plug-in Hybrid,9315878.00,56
Europe,ESP,Skoda,Fabia,Hatchback,5,5,2018,Manual,Petrol/ Diesel,8025861.00,71
Europe,ESP,Skoda,Octavia,Sedan/ Estate,5,4,2015,Manual/ Automatic,Petrol/ Diesel/ Hybrid,2807942.00,65
Europe,ESP,Skoda,Superb,Sedan/ Estate,5,4,2012,Manual/ Automatic,Petrol/ Diesel/ Hybrid,5658977.00,84
Europe,ESP,Smart,Fortwo,Coupe/ Cabrio,2,2,2021,Automatic,Electric,4386084.00,91
Europe,ESP,Smart,Forfour,Hatchback,4,5,2002,Automatic,Electric,5527352.00,86
Europe,ESP,Subaru,Impreza,Hatchback,5,5,2012,Manual/ Automatic,Petrol,5860283.00,92
Europe,ESP,Subaru,Legacy,Sedan/ Estate,5,4,2014,Manual/ Automatic,Petrol,1929635.00,68
Europe,ESP,Subaru,Outback,SUV,5,5,2015,Automatic,Petrol,9328972.00,65
Europe,ESP,Suzuki,Swift,Hatchback,5,5,2000,Manual/ Automatic,Petrol/ Hybrid,7662173.00,59
Europe,ESP,Suzuki,Ignis,SUV,4,5,2011,Manual/ Automatic,Petrol/ Hybrid,6030678.00,76
Europe,ESP,Suzuki,Vitara,SUV,5,5,2022,Manual/ Automatic,Petrol/ Hybrid,4120188.00,83
Europe,ESP,Tesla,Model 3,Sedan,5,4,2003,Automatic,Electric,9925422.00,93
Europe,ESP,Tesla,Model S,Sedan,5,4,2007,Automatic,Electric,9289104.00,90
Europe,ESP,Tesla,Model X,SUV,7,4,2018,Automatic,Electric,7865650.00,71
Europe,ESP,Tesla,Model Y,SUV,7,4,2016,Automatic,Electric,5383185.00,82
Europe,ESP,Toyota,Aygo,Hatchback,4,5,2019,Manual/ Automatic,Petrol,4536022.00,76
Europe,ESP,Toyota,Yaris,Hatchback,5,5,2018,Manual/ Automatic,Petrol/ Hybrid,1300390.00,84
Europe,ESP,Toyota,Corolla,Sedan/ Hatchback/ Estate,5,4,2010,Manual/ Automatic,Petrol/ Hybrid,9177651.00,64
Europe,ESP,Toyota,Camry,Sedan,5,4,2011,Automatic,Petrol/ Hybrid,5970549.00,100
Europe,ESP,Toyota,RAV4,SUV,5,5,2021,Manual/ Automatic,Petrol/ Hybrid,9281955.00,58
Europe,ESP,Toyota,Highlander,SUV,7,4,2000,Automatic,Hybrid,99577.00,83
Europe,ESP,Toyota,Land Cruiser,SUV,7,4,2012,Automatic,Diesel,5319301.00,67
Europe,ESP,Volkswagen,up!,Hatchback,4,5,2015,Manual,Petrol,3920421.00,100
Europe,ESP,Volkswagen,Polo,Hatchback,5,5,2005,Manual/Auto,Petrol/Diesel,6887127.00,87
Europe,ESP,Volkswagen,Golf,Hatchback,5,5,2015,Manual/Auto,Petrol/Diesel,8434102.00,75
Europe,ESP,Volkswagen,Golf Sportsvan,MPV,5,5,2012,Manual/Auto,Petrol/Diesel,4470983.00,55
Europe,ESP,Volkswagen,T-Cross,SUV,5,5,2021,Manual/Auto,Petrol/Diesel,3234625.00,94
Europe,ESP,Volkswagen,T-Roc,SUV,5,5,2006,Manual/Auto,Petrol/Diesel,619774.00,72
Europe,ESP,Volkswagen,Tiguan,SUV,7,5,2015,Manual/Auto,Petrol/Diesel,3325995.00,62
Europe,ESP,Volkswagen,Tiguan Allspace,SUV,7,5,2011,Manual/Auto,Petrol/Diesel,3070995.00,61
Europe,ESP,Volkswagen,Touareg,SUV,5,5,2012,Auto,Diesel,7089597.00,86
Europe,ESP,Volkswagen,Arteon,Sedan,5,5,2007,Manual/Auto,Petrol/Diesel,7948116.00,81
Europe,ESP,Volkswagen,Passat,Sedan/Station Wagon,5,5,2008,Manual/Auto,Petrol/Diesel,4352449.00,95
Europe,ESP,Volkswagen,Passat Variant,Station Wagon,5,5,2022,Manual/Auto,Petrol/Diesel,4963272.00,57
Europe,ESP,Volkswagen,e-up!,Hatchback,4,5,2014,Auto,Electric,2471927.00,92
Europe,ESP,Volkswagen,e-Golf,Hatchback,5,5,2011,Auto,Electric,7692553.00,53
Europe,ESP,Volkswagen,Golf GTE,Hatchback,5,5,2005,Auto,Hybrid,7487791.00,90
Europe,ESP,Volkswagen,Passat GTE,Sedan/Station Wagon,5,5,2018,Auto,Hybrid,2645301.00,80
Europe,ESP,Volkswagen,Touareg R,SUV,5,5,2007,Auto,Hybrid,5900409.00,72
Europe,ESP,Volvo,XC40,SUV,5,5,2015,Manual/Auto,Petrol/Diesel/Hybrid,9219604.00,56
Europe,ESP,Volvo,XC60,SUV,5,5,2020,Auto,Petrol/Diesel/Hybrid,636225.00,65
Europe,ESP,Volvo,XC90,SUV,7,5,2013,Auto,Petrol/Diesel/Hybrid,6885484.00,59
Europe,ESP,Volvo,V40,Hatchback,5,5,2004,Manual/Auto,Petrol/Diesel,8114898.00,68
Europe,ESP,Volvo,V40 Cross Country,Hatchback,5,5,2008,Manual/Auto,Petrol/Diesel,86000.00,79
Europe,ESP,Volvo,S60,Sedan,5,4,2022,Auto,Petrol/Hybrid,4836137.00,97
Europe,ESP,Volvo,S90,Sedan,5,4,2001,Auto,Petrol/Hybrid,8304881.00,97
Europe,ESP,Volvo,V60,Station Wagon,5,5,2003,Manual/Auto,Petrol/Diesel/Hybrid,1932813.00,75
Europe,ESP,Volvo,V90,Station Wagon,5,5,2000,Auto,Petrol/Hybrid,8459723.00,58
Europe,ESP,Volvo,V90 Cross Country,Station Wagon,5,5,2005,Auto,Petrol/Hybrid,4705757.00,92
Europe,ESP,Volvo,C40 Recharge,SUV-Coupe,5,5,2011,Auto,Electric,781215.00,50
Europe,ESP,Volvo,XC40 Recharge,SUV,5,5,2014,Auto,Electric,152855.00,95
Europe,ESP,Volvo,XC60 Recharge,SUV,5,5,2016,Auto,Hybrid/Electric,4913403.00,53
Europe,ESP,Volvo,XC90 Recharge,SUV,7,5,2013,Auto,Hybrid/Electric,3535240.00,58
Europe,ESP,Volvo,S60 Recharge,Sedan,5,4,2013,Auto,Hybrid/Electric,4379870.00,79
Europe,ESP,Volvo,S90 Recharge,Sedan,5,4,2013,Auto,Hybrid/Electric,5350344.00,82
Europe,ESP,Volvo,V60 Recharge,Station Wagon,5,5,2018,Auto,Hybrid/Electric,1491642.00,69
Europe,ESP,Volvo,V90 Recharge,Station Wagon,5,5,2003,Auto,Hybrid/Electric,4163475.00,80
Europe,SWE,Audi,A1,Hatchback,4,3,2003,Manual,Gasoline,744890.00,89
Europe,SWE,Audi,A3,Sedan,5,4,2009,Automatic,Gasoline/Diesel,3054203.00,85
Europe,SWE,Audi,A4,Sedan,5,4,2014,Automatic,Gasoline/Diesel,4208421.00,78
Europe,SWE,Audi,A5,Coupe,4,2,2005,Automatic,Gasoline/Diesel,6967667.00,55
Europe,SWE,Audi,A6,Sedan,5,4,2002,Automatic,Gasoline/Diesel,2917805.00,60
Europe,SWE,Audi,Q2,SUV,5,5,2010,Automatic,Gasoline/Diesel,4076885.00,100
Europe,SWE,Audi,Q3,SUV,5,5,2007,Automatic,Gasoline/Diesel,7497635.00,68
